Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
2109,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,OFF-BI-10004519,398.352,3,0.2,124.485
2110,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,OFF-AR-10004272,5.04,3,0,1.26
2111,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,OFF-FA-10000585,17.45,5,0,8.027
2112,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,FUR-CH-10004218,323.136,4,0.2,20.196
2113,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,OFF-SU-10004231,29.7,3,0,8.019
2114,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,TEC-PH-10001578,1295.84,4,0.2,145.782
2115,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,OFF-ST-10003638,46.84,2,0,12.6468
2116,CA-2012-164882,2012-10-31,2012-10-31,Same Day,SG-20080,Consumer,92374,FUR-BO-10002212,425.833,1,0.15,20.0392
2118,CA-2013-130267,2013-09-20,2013-09-24,Standard Class,SW-20245,Consumer,95207,OFF-PA-10002222,159.88,7,0,73.5448
2119,CA-2014-155460,2014-04-14,2014-04-16,First Class,RW-19630,Corporate,98103,OFF-PA-10002479,5.28,1,0,2.376
2120,CA-2014-155460,2014-04-14,2014-04-16,First Class,RW-19630,Corporate,98103,OFF-BI-10003091,895.92,5,0.2,302.373
2122,CA-2014-158246,2014-11-10,2014-11-12,First Class,JB-15400,Corporate,94086,FUR-CH-10003061,215.976,3,0.2,-2.6997
2149,CA-2011-141607,2011-12-12,2011-12-17,Standard Class,WB-21850,Consumer,94521,FUR-FU-10003975,43.31,1,0,4.331
2156,CA-2013-111115,2013-07-26,2013-07-28,Second Class,LB-16735,Consumer,90004,OFF-FA-10000624,21.48,6,0,10.74
2162,CA-2013-101938,2013-01-07,2013-01-12,Standard Class,DW-13480,Home Office,94601,OFF-AR-10003696,34.58,1,0,10.0282
2163,CA-2014-166296,2014-03-14,2014-03-20,Standard Class,KF-16285,Home Office,95336,OFF-PA-10004359,314.55,3,0,150.984
2173,CA-2011-152296,2011-08-01,2011-08-03,First Class,IL-15100,Consumer,94109,OFF-BI-10004506,19.752,3,0.2,6.9132
2176,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Home Office,84106,OFF-PA-10000740,45.68,2,0,21.0128
2177,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Home Office,84106,OFF-PA-10003001,60.12,9,0,28.8576
2178,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Home Office,84106,OFF-BI-10001628,41.72,5,0.2,13.0375
2179,CA-2013-125738,2013-10-16,2013-10-22,Standard Class,PB-18805,Home Office,84106,OFF-PA-10001509,71.6,8,0,32.936
2186,CA-2014-124576,2014-08-02,2014-08-05,Second Class,HK-14890,Corporate,93905,OFF-BI-10002735,54.896,2,0.2,18.5274
2191,CA-2013-118913,2013-06-26,2013-06-30,Standard Class,AS-10240,Consumer,90004,OFF-AP-10000692,60.81,3,0,17.0268
2192,CA-2013-128412,2013-12-11,2013-12-18,Standard Class,AP-10915,Consumer,98103,OFF-BI-10001718,153.552,3,0.2,51.8238
2193,CA-2013-128412,2013-12-11,2013-12-18,Standard Class,AP-10915,Consumer,98103,OFF-AP-10002082,65.34,3,0,22.869
2194,CA-2013-128412,2013-12-11,2013-12-18,Standard Class,AP-10915,Consumer,98103,OFF-PA-10001125,123.92,4,0,55.764
2195,CA-2013-128412,2013-12-11,2013-12-18,Standard Class,AP-10915,Consumer,98103,OFF-AP-10000252,35.1,3,0,12.285
2196,CA-2013-128412,2013-12-11,2013-12-18,Standard Class,AP-10915,Consumer,98103,TEC-AC-10003038,44.75,5,0,8.5025
2203,CA-2012-138002,2012-09-06,2012-09-12,Standard Class,BT-11305,Home Office,98103,OFF-BI-10002160,6.096,2,0.2,2.1336
2204,CA-2012-138002,2012-09-06,2012-09-12,Standard Class,BT-11305,Home Office,98103,FUR-FU-10004748,191.82,3,0,74.8098
2214,CA-2014-129378,2014-10-02,2014-10-03,First Class,NS-18505,Consumer,95123,OFF-BI-10002012,1.44,1,0.2,0.504
2215,CA-2014-129378,2014-10-02,2014-10-03,First Class,NS-18505,Consumer,95123,OFF-BI-10001922,61.776,13,0.2,20.8494
2216,CA-2014-129378,2014-10-02,2014-10-03,First Class,NS-18505,Consumer,95123,OFF-AP-10000575,241.96,2,0,60.49
2217,CA-2014-129378,2014-10-02,2014-10-03,First Class,NS-18505,Consumer,95123,FUR-CH-10000553,108.608,4,0.2,9.5032
2219,CA-2014-130841,2014-07-29,2014-08-02,Standard Class,MH-17620,Corporate,94109,OFF-BI-10000145,9.984,4,0.2,3.6192
2220,CA-2014-130841,2014-07-29,2014-08-02,Standard Class,MH-17620,Corporate,94109,OFF-ST-10001580,14.98,1,0,4.1944
2221,CA-2014-130841,2014-07-29,2014-08-02,Standard Class,MH-17620,Corporate,94109,TEC-PH-10001817,1145.6,4,0.2,100.24
2226,CA-2013-106383,2013-03-20,2013-03-22,Second Class,BT-11440,Consumer,80122,FUR-BO-10002202,72.294,1,0.7,-98.8018
2230,CA-2011-128055,2011-03-31,2011-04-05,Standard Class,AA-10315,Consumer,94109,OFF-BI-10004390,673.568,2,0.2,252.588
2231,CA-2011-128055,2011-03-31,2011-04-05,Standard Class,AA-10315,Consumer,94109,OFF-AP-10002765,52.98,2,0,14.8344
2234,CA-2012-123232,2012-12-14,2012-12-16,Second Class,DJ-13630,Consumer,97206,TEC-PH-10001051,319.968,4,0.2,35.9964
2238,CA-2013-122322,2013-07-16,2013-07-22,Standard Class,RH-19510,Home Office,84604,OFF-SU-10000952,44.4,5,0,12.432
2240,CA-2013-146633,2013-11-16,2013-11-18,Second Class,TG-21310,Consumer,90004,OFF-BI-10003527,1016.792,1,0.2,381.297
2241,CA-2013-146633,2013-11-16,2013-11-18,Second Class,TG-21310,Consumer,90004,OFF-BI-10002982,38.136,7,0.2,13.3476
2243,CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,Home Office,91104,OFF-ST-10003442,56.56,2,0,15.2712
2244,CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,Home Office,91104,OFF-AR-10003856,5.56,2,0,1.4456
2245,CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,Home Office,91104,OFF-FA-10004248,9.02,2,0,3.5178
2246,CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,Home Office,91104,OFF-AP-10001492,8.62,1,0,2.2412
2247,CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,Home Office,91104,TEC-PH-10004165,659.976,3,0.2,49.4982
2248,CA-2012-116092,2012-02-15,2012-02-18,Second Class,JM-16195,Consumer,90004,OFF-PA-10004285,13.36,2,0,6.4128
2249,CA-2012-116092,2012-02-15,2012-02-18,Second Class,JM-16195,Consumer,90004,OFF-BI-10001628,41.72,5,0.2,13.0375
2250,CA-2012-116092,2012-02-15,2012-02-18,Second Class,JM-16195,Consumer,90004,OFF-BI-10000546,11.52,5,0.2,4.176
2251,CA-2012-116092,2012-02-15,2012-02-18,Second Class,JM-16195,Consumer,90004,OFF-AP-10001391,541.44,6,0,157.0176
2252,CA-2012-116092,2012-02-15,2012-02-18,Second Class,JM-16195,Consumer,90004,OFF-PA-10000477,19.44,3,0,9.3312
2253,CA-2013-117849,2013-04-16,2013-04-18,Second Class,JK-16120,Home Office,92037,OFF-PA-10004327,143.7,3,0,68.976
2254,CA-2012-169201,2012-09-28,2012-10-01,First Class,HG-14965,Corporate,94109,OFF-AP-10000696,43.26,3,0,14.2758
2255,CA-2012-169201,2012-09-28,2012-10-01,First Class,HG-14965,Corporate,94109,OFF-AP-10002082,43.56,2,0,15.246
2258,CA-2014-105214,2014-06-17,2014-06-20,First Class,TS-21610,Consumer,94109,FUR-CH-10000015,1212.96,7,0.2,90.972
2259,CA-2014-105214,2014-06-17,2014-06-20,First Class,TS-21610,Consumer,94109,OFF-PA-10001776,18.54,2,0,8.7138
2260,CA-2012-117611,2012-11-08,2012-11-10,Second Class,MZ-17335,Home Office,92037,OFF-FA-10002280,5,1,0,2.4
2261,CA-2012-117611,2012-11-08,2012-11-10,Second Class,MZ-17335,Home Office,92037,TEC-AC-10002049,371.97,3,0,66.9546
2268,CA-2014-137470,2014-09-18,2014-09-18,Same Day,TP-21415,Consumer,98103,OFF-PA-10002001,12.96,2,0,6.3504
2272,CA-2012-102036,2012-09-21,2012-09-27,Standard Class,CS-12130,Consumer,98103,OFF-ST-10003123,199.74,6,0,47.9376
2273,CA-2012-142944,2012-03-06,2012-03-11,Standard Class,JL-15850,Consumer,94109,FUR-FU-10000308,435.26,7,0,95.7572
2274,CA-2012-142944,2012-03-06,2012-03-11,Standard Class,JL-15850,Consumer,94109,TEC-CO-10003763,1119.984,2,0.2,377.9946
2275,CA-2011-157882,2011-10-03,2011-10-08,Second Class,AR-10405,Corporate,90004,FUR-TA-10001866,143.432,1,0.2,3.5858
2276,CA-2011-157882,2011-10-03,2011-10-08,Second Class,AR-10405,Corporate,90004,FUR-CH-10002774,122.352,3,0.2,13.7646
2280,CA-2014-142622,2014-10-31,2014-11-03,First Class,JK-15625,Consumer,98103,FUR-CH-10003833,97.568,2,0.2,-6.098
2281,CA-2014-142622,2014-10-31,2014-11-03,First Class,JK-15625,Consumer,98103,FUR-CH-10004289,614.272,8,0.2,-23.0352
2282,CA-2014-142622,2014-10-31,2014-11-03,First Class,JK-15625,Consumer,98103,FUR-BO-10004467,199.98,2,0,37.9962
2289,CA-2014-143343,2014-06-11,2014-06-14,First Class,BW-11200,Consumer,90004,OFF-AR-10002375,16.4,5,0,4.756
2290,CA-2014-115154,2014-01-09,2014-01-12,First Class,RS-19420,Corporate,98103,FUR-TA-10001950,892.98,2,0,80.3682
2309,US-2014-120418,2014-06-12,2014-06-13,First Class,BC-11125,Home Office,85345,FUR-CH-10001394,280.792,1,0.2,35.099
2310,US-2014-120418,2014-06-12,2014-06-13,First Class,BC-11125,Home Office,85345,OFF-ST-10002370,68.448,4,0.2,7.7004
2311,US-2014-120418,2014-06-12,2014-06-13,First Class,BC-11125,Home Office,85345,OFF-AR-10002956,88.04,5,0.2,6.603
2312,US-2014-120418,2014-06-12,2014-06-13,First Class,BC-11125,Home Office,85345,OFF-AR-10001955,15.872,1,0.2,1.984
2313,US-2014-120418,2014-06-12,2014-06-13,First Class,BC-11125,Home Office,85345,OFF-ST-10001809,215.592,3,0.2,-48.5082
2321,CA-2014-165491,2014-03-21,2014-03-25,Standard Class,HW-14935,Corporate,98103,TEC-AC-10000358,265.93,7,0,63.8232
2329,CA-2014-138422,2014-09-24,2014-09-27,First Class,KN-16705,Home Office,80525,OFF-EN-10004147,14.352,3,0.2,5.2026
2331,CA-2013-155187,2013-09-25,2013-09-27,Second Class,LA-16780,Corporate,90004,OFF-ST-10000642,41.96,2,0,2.9372
2332,CA-2013-155187,2013-09-25,2013-09-27,Second Class,LA-16780,Corporate,90004,OFF-PA-10000380,41.7,5,0,20.85
2349,CA-2014-109701,2014-12-03,2014-12-04,Same Day,AM-10360,Corporate,90004,OFF-BI-10004187,9.024,6,0.2,3.1584
2350,CA-2014-109701,2014-12-03,2014-12-04,Same Day,AM-10360,Corporate,90004,OFF-BI-10000632,69.456,2,0.2,22.5732
2351,CA-2014-109701,2014-12-03,2014-12-04,Same Day,AM-10360,Corporate,90004,OFF-PA-10003724,10.86,2,0,5.3214
2352,CA-2014-109701,2014-12-03,2014-12-04,Same Day,AM-10360,Corporate,90004,OFF-AP-10002765,79.47,3,0,22.2516
2353,CA-2014-109701,2014-12-03,2014-12-04,Same Day,AM-10360,Corporate,90004,OFF-AR-10001868,10.08,6,0,5.04
2354,CA-2012-111514,2012-08-31,2012-09-02,First Class,SC-20260,Corporate,94109,FUR-BO-10002545,1552.831,7,0.15,200.9546
2355,CA-2012-111514,2012-08-31,2012-09-02,First Class,SC-20260,Corporate,94109,OFF-BI-10002735,137.24,5,0.2,46.3185
2356,CA-2012-111514,2012-08-31,2012-09-02,First Class,SC-20260,Corporate,94109,TEC-AC-10004864,36.51,1,0,15.6993
2357,CA-2012-111514,2012-08-31,2012-09-02,First Class,SC-20260,Corporate,94109,TEC-MA-10000597,239.976,3,0.2,80.9919
2367,CA-2011-102295,2011-11-24,2011-11-26,Second Class,EH-13990,Consumer,95823,FUR-CH-10001714,120.712,1,0.2,-18.1068
2379,CA-2012-148628,2012-12-06,2012-12-11,Standard Class,KM-16375,Home Office,91360,OFF-PA-10003883,32.75,5,0,15.065
2383,US-2014-117534,2014-03-26,2014-03-27,First Class,CV-12295,Consumer,93727,OFF-AP-10002403,176.04,4,0,45.7704
2384,US-2014-117534,2014-03-26,2014-03-27,First Class,CV-12295,Consumer,93727,OFF-AR-10003631,16.02,9,0,4.4856
2385,US-2014-117534,2014-03-26,2014-03-27,First Class,CV-12295,Consumer,93727,OFF-BI-10002025,185.92,4,0.2,62.748
2386,US-2014-117534,2014-03-26,2014-03-27,First Class,CV-12295,Consumer,93727,TEC-PH-10000141,211.168,4,0.2,15.8376
2387,US-2014-117534,2014-03-26,2014-03-27,First Class,CV-12295,Consumer,93727,TEC-CO-10000971,479.984,2,0.2,59.998
2388,CA-2012-145065,2012-12-12,2012-12-15,First Class,DK-13375,Consumer,92037,OFF-FA-10003112,7.86,2,0,3.6156
2389,CA-2012-145065,2012-12-12,2012-12-15,First Class,DK-13375,Consumer,92037,OFF-BI-10002437,24.448,2,0.2,8.8624
2398,CA-2014-169264,2014-08-15,2014-08-17,Second Class,NP-18700,Consumer,94109,OFF-LA-10001613,5.76,2,0,2.8224
2399,CA-2014-169264,2014-08-15,2014-08-17,Second Class,NP-18700,Consumer,94109,OFF-AR-10000246,16.68,6,0,4.3368
2405,CA-2014-108574,2014-10-08,2014-10-12,Standard Class,MG-18145,Consumer,90004,TEC-AC-10002049,1115.91,9,0,200.8638
2406,CA-2014-108574,2014-10-08,2014-10-12,Standard Class,MG-18145,Consumer,90004,TEC-PH-10003555,128.744,7,0.2,-28.9674
2407,CA-2014-108574,2014-10-08,2014-10-12,Standard Class,MG-18145,Consumer,90004,TEC-PH-10000702,79.92,10,0.2,26.973
2408,CA-2014-144589,2014-01-21,2014-01-26,Standard Class,TM-21010,Consumer,94109,OFF-AR-10003631,24.2,5,0,7.986
2409,CA-2014-144589,2014-01-21,2014-01-26,Standard Class,TM-21010,Consumer,94109,TEC-PH-10003072,359.976,3,0.2,130.4913
2410,CA-2014-155985,2014-03-24,2014-03-26,First Class,BE-11335,Home Office,94109,FUR-FU-10000758,211.84,8,0,76.2624
2412,CA-2012-142041,2012-06-07,2012-06-09,Second Class,EM-13810,Corporate,90004,OFF-BI-10004187,7.52,5,0.2,2.632
2413,CA-2011-151295,2011-11-12,2011-11-16,Standard Class,JA-15970,Consumer,90004,OFF-PA-10001947,11.96,2,0,5.8604
2414,CA-2011-151295,2011-11-12,2011-11-16,Standard Class,JA-15970,Consumer,90004,FUR-TA-10002356,629.064,3,0.2,31.4532
2417,CA-2014-168655,2014-10-13,2014-10-19,Standard Class,ML-18040,Corporate,87105,TEC-AC-10002842,595,5,0,95.2
2418,CA-2014-168655,2014-10-13,2014-10-19,Standard Class,ML-18040,Corporate,87105,OFF-BI-10002082,79.872,3,0.2,29.952
2419,CA-2013-107202,2013-05-22,2013-05-29,Standard Class,LC-16930,Corporate,89431,TEC-MA-10000112,2396.4,10,0.2,179.73
2420,CA-2014-159597,2014-11-10,2014-11-15,Standard Class,MC-17590,Corporate,92236,OFF-ST-10002289,63.56,2,0,3.178
2421,CA-2014-159597,2014-11-10,2014-11-15,Standard Class,MC-17590,Corporate,92236,TEC-AC-10004171,99.99,1,0,43.9956
2431,CA-2014-100748,2014-05-14,2014-05-21,Standard Class,RB-19795,Home Office,94109,OFF-LA-10000240,58.48,8,0,27.4856
2432,CA-2014-129805,2014-12-29,2015-01-03,Standard Class,HM-14860,Corporate,98103,FUR-FU-10001935,7.4,2,0,3.034
2437,CA-2014-140053,2014-07-04,2014-07-11,Standard Class,CA-12265,Consumer,87401,FUR-FU-10003708,545.85,9,0,114.6285
2438,CA-2011-164210,2011-11-18,2011-11-20,Second Class,PW-19240,Consumer,80027,FUR-TA-10000849,145.98,2,0.5,-99.2664
2439,CA-2011-164210,2011-11-18,2011-11-20,Second Class,PW-19240,Consumer,80027,OFF-PA-10002259,35.808,4,0.2,12.5328
2447,CA-2012-100573,2012-09-25,2012-10-01,Standard Class,AM-10705,Consumer,90004,OFF-EN-10000461,17.48,2,0,8.2156
2450,CA-2013-140207,2013-11-06,2013-11-11,Standard Class,CS-12400,Home Office,95123,OFF-BI-10003963,29.12,5,0.2,9.828
2461,CA-2012-142419,2012-07-11,2012-07-13,Second Class,SC-20380,Consumer,98103,OFF-PA-10001763,29.97,3,0,13.4865
2462,CA-2012-142419,2012-07-11,2012-07-13,Second Class,SC-20380,Consumer,98103,OFF-BI-10001597,98.352,3,0.2,34.4232
2474,CA-2013-114972,2013-11-04,2013-11-07,First Class,PF-19225,Consumer,90004,FUR-CH-10001190,217.584,2,0.2,-29.9178
2475,CA-2013-114972,2013-11-04,2013-11-07,First Class,PF-19225,Consumer,90004,TEC-AC-10000682,82.95,5,0,29.0325
2476,CA-2013-114972,2013-11-04,2013-11-07,First Class,PF-19225,Consumer,90004,OFF-LA-10004545,87.71,7,0,41.2237
2477,CA-2013-114972,2013-11-04,2013-11-07,First Class,PF-19225,Consumer,90004,OFF-AP-10003057,1101.48,4,0,429.5772
2478,CA-2014-102750,2014-09-05,2014-09-09,Second Class,GM-14695,Corporate,90004,FUR-TA-10000198,1322.352,3,0.2,-99.1764
2482,CA-2014-147956,2014-12-25,2015-01-01,Standard Class,AH-10210,Consumer,98103,OFF-ST-10001097,1003.62,6,0,0
2483,CA-2014-126067,2014-08-29,2014-09-04,Standard Class,KN-16705,Home Office,98103,TEC-PH-10000912,35.168,4,0.2,11.4296
2484,CA-2014-126067,2014-08-29,2014-09-04,Standard Class,KN-16705,Home Office,98103,FUR-TA-10000617,1137.75,5,0,250.305
2485,CA-2014-126067,2014-08-29,2014-09-04,Standard Class,KN-16705,Home Office,98103,OFF-BI-10001658,99.68,5,0.2,32.396
2486,CA-2014-126067,2014-08-29,2014-09-04,Standard Class,KN-16705,Home Office,98103,OFF-AR-10003856,5.56,2,0,1.4456
2492,CA-2011-113579,2011-12-13,2011-12-15,Second Class,KD-16345,Consumer,90004,OFF-PA-10001457,90.24,6,0,41.5104
2497,CA-2012-122371,2012-09-26,2012-10-01,Standard Class,BS-11800,Home Office,92037,OFF-ST-10002370,64.17,3,0,18.6093
2498,CA-2012-122371,2012-09-26,2012-10-01,Standard Class,BS-11800,Home Office,92037,OFF-EN-10000056,124.46,2,0,58.4962
2499,CA-2013-126935,2013-05-20,2013-05-25,Standard Class,BT-11395,Corporate,94109,OFF-BI-10004817,9.584,1,0.2,3.3544
2504,CA-2013-149482,2013-11-15,2013-11-20,Standard Class,RR-19315,Consumer,94109,OFF-LA-10000248,7.38,2,0,3.4686
2505,CA-2011-143917,2011-07-25,2011-07-27,Second Class,KL-16645,Consumer,94109,OFF-ST-10001227,53.72,4,0,15.0416
2506,CA-2011-143917,2011-07-25,2011-07-27,Second Class,KL-16645,Consumer,94109,OFF-SU-10000151,8187.65,5,0,327.506
2507,CA-2011-143917,2011-07-25,2011-07-27,Second Class,KL-16645,Consumer,94109,FUR-FU-10004351,77.92,8,0,34.2848
2509,CA-2014-163902,2014-03-03,2014-03-09,Standard Class,MY-17380,Corporate,90004,TEC-PH-10000675,196.776,3,0.2,14.7582
2510,CA-2014-163902,2014-03-03,2014-03-09,Standard Class,MY-17380,Corporate,90004,TEC-AC-10000580,479.94,6,0,52.7934
2536,CA-2012-143238,2012-09-06,2012-09-08,First Class,LO-17170,Corporate,92253,TEC-AC-10003499,46.32,4,0,18.0648
2540,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Corporate,94109,FUR-CH-10003312,1348.704,6,0.2,-219.1644
2541,CA-2012-113404,2012-07-16,2012-07-16,Same Day,EM-13810,Corporate,94109,FUR-CH-10004086,700.152,3,0.2,78.7671
2542,CA-2013-144792,2013-05-01,2013-05-05,Standard Class,KD-16615,Corporate,85254,FUR-FU-10002759,111.888,7,0.2,22.3776
2546,CA-2014-108070,2014-04-17,2014-04-21,Standard Class,JE-15745,Consumer,95123,OFF-ST-10004804,205.92,4,0,2.0592
2547,CA-2014-108070,2014-04-17,2014-04-21,Standard Class,JE-15745,Consumer,95123,FUR-BO-10001337,102.833,1,0.15,-6.049
2548,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,Consumer,85023,OFF-AR-10002255,2.304,1,0.2,0.2592
2549,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,Consumer,85023,TEC-PH-10002624,1879.96,5,0.2,211.4955
2550,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,Consumer,85023,OFF-PA-10001878,313.024,8,0.2,105.6456
2551,US-2012-128090,2012-08-16,2012-08-22,Standard Class,JM-15865,Consumer,85023,OFF-LA-10000452,5.04,2,0.2,1.764
2559,CA-2012-147788,2012-05-31,2012-06-04,Standard Class,TM-21010,Consumer,84057,FUR-BO-10004357,1406.86,7,0,140.686
2560,CA-2012-147788,2012-05-31,2012-06-04,Standard Class,TM-21010,Consumer,84057,OFF-LA-10003766,15.75,5,0,7.56
2561,CA-2012-147788,2012-05-31,2012-06-04,Standard Class,TM-21010,Consumer,84057,OFF-ST-10000046,323.1,2,0,61.389
2567,CA-2014-123967,2014-11-02,2014-11-04,Second Class,SF-20200,Consumer,98226,OFF-BI-10001308,25.12,5,0.2,7.85
2568,CA-2014-123967,2014-11-02,2014-11-04,Second Class,SF-20200,Consumer,98226,FUR-TA-10003954,2665.62,9,0,239.9058
2589,CA-2013-137729,2013-05-06,2013-05-10,Standard Class,BF-11005,Home Office,90004,OFF-ST-10001505,5.98,1,0,1.0166
2590,CA-2013-137729,2013-05-06,2013-05-10,Standard Class,BF-11005,Home Office,90004,TEC-PH-10001433,246.168,3,0.2,21.5397
2607,CA-2013-154053,2013-03-05,2013-03-11,Standard Class,MG-17890,Home Office,92037,OFF-AR-10003727,16.99,1,0,4.9271
2614,CA-2013-137204,2013-04-29,2013-05-06,Standard Class,BO-11350,Corporate,90004,FUR-CH-10002304,41.568,2,0.2,2.598
2615,CA-2011-147298,2011-04-26,2011-05-03,Standard Class,AG-10300,Corporate,90004,FUR-CH-10004886,230.28,3,0.2,23.028
2616,CA-2011-147298,2011-04-26,2011-05-03,Standard Class,AG-10300,Corporate,90004,OFF-BI-10001525,18.288,6,0.2,5.715
2617,CA-2014-147942,2014-04-02,2014-04-06,Standard Class,MS-17365,Consumer,94109,OFF-LA-10003663,5.78,2,0,2.7166
2618,CA-2014-147942,2014-04-02,2014-04-06,Standard Class,MS-17365,Consumer,94109,OFF-BI-10001294,121.68,13,0.2,38.025
2619,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Corporate,88220,OFF-AR-10000369,4.17,3,0,1.0842
2620,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Corporate,88220,TEC-PH-10001300,67.04,4,0.2,6.704
2621,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Corporate,88220,OFF-ST-10000876,37.32,3,0,10.4496
2622,CA-2014-115931,2014-12-23,2014-12-27,Standard Class,JM-15655,Corporate,88220,OFF-LA-10001404,18.45,5,0,8.6715
2632,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Consumer,98103,FUR-FU-10000076,39.96,2,0,17.1828
2633,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Consumer,98103,FUR-CH-10002017,42.624,2,0.2,4.2624
2634,US-2014-110604,2014-05-16,2014-05-21,Standard Class,JF-15295,Consumer,98103,FUR-CH-10004287,220.96,1,0.2,24.858
2637,CA-2012-162369,2012-08-15,2012-08-19,Standard Class,TT-21265,Corporate,90004,OFF-ST-10000046,323.1,2,0,61.389
2651,US-2013-146794,2013-09-27,2013-10-02,Standard Class,SH-19975,Corporate,92345,FUR-BO-10004467,424.9575,5,0.15,19.998
2652,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-BI-10004140,10.776,3,0.2,3.5022
2653,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-BI-10003712,11.784,3,0.2,4.2717
2654,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-PA-10000062,164.88,3,0,80.7912
2655,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,FUR-BO-10003404,1292.94,3,0,77.5764
2656,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-BI-10004233,25.584,2,0.2,8.9544
2657,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-ST-10001272,261.74,2,0,65.435
2658,CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,Corporate,84604,OFF-LA-10001175,14.4,5,0,7.056
2659,CA-2013-150343,2013-08-17,2013-08-21,Standard Class,PK-19075,Consumer,94109,OFF-EN-10004030,10.86,3,0,5.1042
2660,CA-2012-135538,2012-12-24,2012-12-28,Standard Class,HR-14830,Corporate,85234,FUR-CH-10004287,883.84,4,0.2,99.432
2669,US-2012-139759,2012-08-25,2012-08-30,Standard Class,NL-18310,Home Office,90004,FUR-CH-10002774,40.784,1,0.2,4.5882
2670,US-2012-139759,2012-08-25,2012-08-30,Standard Class,NL-18310,Home Office,90004,OFF-AP-10002765,105.96,4,0,29.6688
2675,CA-2014-136875,2014-12-04,2014-12-04,Same Day,TC-21295,Consumer,92037,OFF-PA-10000357,166.44,3,0,79.8912
2678,US-2011-160780,2011-06-21,2011-06-21,Same Day,SV-20785,Consumer,81001,OFF-BI-10001116,11.088,7,0.7,-8.1312
2679,US-2011-160780,2011-06-21,2011-06-21,Same Day,SV-20785,Consumer,81001,OFF-BI-10002931,25.164,2,0.7,-16.776
2685,CA-2014-137085,2014-06-30,2014-07-07,Standard Class,CT-11995,Consumer,90004,OFF-BI-10000632,312.552,9,0.2,101.5794
2689,CA-2012-153220,2012-11-12,2012-11-14,First Class,YC-21895,Corporate,90004,OFF-PA-10003016,15.7,5,0,7.065
2692,US-2013-144211,2013-08-29,2013-09-03,Standard Class,CS-12130,Consumer,80112,OFF-PA-10002246,15.48,3,0.2,5.6115
2693,US-2013-144211,2013-08-29,2013-09-03,Standard Class,CS-12130,Consumer,80112,TEC-PH-10002890,108.576,3,0.2,8.1432
2694,CA-2013-138079,2013-01-22,2013-01-28,Standard Class,AJ-10795,Corporate,98103,FUR-FU-10001475,109.9,5,0,37.366
2706,CA-2014-155873,2014-06-17,2014-06-22,Standard Class,AB-10255,Home Office,88220,OFF-SU-10001165,16.68,2,0,4.3368
2707,CA-2014-155873,2014-06-17,2014-06-22,Standard Class,AB-10255,Home Office,88220,OFF-PA-10001246,19.44,3,0,9.3312
2708,CA-2014-155873,2014-06-17,2014-06-22,Standard Class,AB-10255,Home Office,88220,OFF-PA-10001815,192.16,4,0,92.2368
2709,CA-2012-121797,2012-01-30,2012-02-06,Standard Class,CC-12145,Consumer,90004,FUR-FU-10001876,227.36,7,0,81.8496
